Hash,Message,Parent Hashes,Is Merge Commit,Modified Files
c9b81fff9eec8d6ff4fc8f918b65bec3ca767a9c,sell_stoploss: rework.,['b19bfe0ea4aa70e29dde9903a429fe0efb1f19ea'],N,['NostalgiaForInfinityX.py']
6ea5eeb930fccc508542ec96091ee754b5945579,sell_stoploss: rework.,['9b8a3af921e68b20d58989076c693384d9ce8172'],N,['NostalgiaForInfinityX.py']
699a79c0978d6fa7f22a65a509fa4864f6529129,sell_stoploss: rework.,['facfc8239a657d5ed3ff5cba676665bd8ffbb850'],N,['NostalgiaForInfinityX.py']
d223e828e01b41a6d94286f3af048911ba1e1002,sell_stoploss: rework.,['51325c191f8ea24c1a57d0d52caecba8950999f8'],N,['NostalgiaForInfinityX.py']
3cd693d64663465e32c4ce38d1e4870a526b1824,sell_stoploss: rework.,['d7ea0f1957badf899fb732e07ca7616fd4a45262'],N,['NostalgiaForInfinityX.py']
1803e73cff8f017ee30703843b00f1cd0b928c28,sell_stoploss: rework.,['91e945bf048d7c2289c8b24998c64b94860f121f'],N,['NostalgiaForInfinityX.py']
c74db6ce6e4f00797afd7342482d727a9a514c13,sell_stoploss: rework.,['1803e73cff8f017ee30703843b00f1cd0b928c28'],N,['NostalgiaForInfinityX.py']
ca9e509834883a8059fd4c5351bdd9c28ac65e2d,sell_stoploss: rework.,['ce6765229a5d2a9445a75c3e588e4c9627c94a7c'],N,['NostalgiaForInfinityX.py']
34bde5bed8b6e2a504967da2d06b65ba1b9a12b2,sell_stoploss: rework.,['bdf07ca0250c7834c4678f0b893a0e2f5dd71dc2'],N,['NostalgiaForInfinityX.py']
56a3c2be42d9863b90a1cf0f5ce0c2482ccd0361,sell_stoploss: rework.,['34bde5bed8b6e2a504967da2d06b65ba1b9a12b2'],N,['NostalgiaForInfinityX.py']
fe48c2affff053fe74c4ebef2502a158736e0468,sell_stoploss: rework.,['4a1012c21b69a8ba9ce07bfa20e5e43006fd0999'],N,['NostalgiaForInfinityX.py']
9850748d4eaadd903709d0d5d5fa13409661b8b7,sell_stoploss: rework.,['fe48c2affff053fe74c4ebef2502a158736e0468'],N,['NostalgiaForInfinityX.py']
ecf6b2f44905e9d19c504272efa1ed6023584f14,sell_stoploss: rework.,['211c084cc0ed443c72d33d199a340d696fde72b5'],N,['NostalgiaForInfinityX.py']
8c5547c9b263cf0f64bf8d519fd9532470591ed4,maximizer filename: fix if bot_name not set.,['198e52b46407823c0dcbe85abac98f7006243ea9'],N,['NostalgiaForInfinityX.py']
5e1696e7a6d65fd7a5a9be1bc079e8e265b23cd9,merge branch 'wessel145-patch-1',"['419423baed1ce67ea61bbde1d6839e6a78fe8889', '7221dbefc1c93b33350ad88c3f9bc86e9b71bf6b']",Y,[]
7ecb3c5ca5b2b0c8a627bd9288569f0c5f7ae5ff,sell_stoploss: rework.,['41848d777664d8e0dcda82e9ccae6a549cf3a99b'],N,['NostalgiaForInfinityX.py']
8e8f1f448e5bcd8aacc8f8402ec9c0d94dd772b6,sell_stoploss: rework.,['bc43e969ba5efe2e06440157c93e471de5fdd0d4'],N,['NostalgiaForInfinityX.py']
cfae9a913a9eef9e92a7976218ad2954e37a0bad,sell_pump_stoploss: remove.,['4fa79d179d8ebac1b374d7532fc6e54c79cf6205'],N,['NostalgiaForInfinityX.py']
b90b46a26ea01f3b1fd490275df0bffb88d4d9bf,rebuys: mode 2: fix for low stakes.,['b4f25524f0a35089bad391be8015317e3e71a57a'],N,['NostalgiaForInfinityX.py']
6e65b0c84c7dfb3e3863e7923fb80d7ee597af58,sell_stoploss: rework.,['992b775af11057704cfc0e67ad855cb328de5ad6'],N,['NostalgiaForInfinityX.py']
399384c818ec4f75e4a5e218466b1c087ec7e6c5,maximizer: allow sell_stoploss_stop_2 to use maximizer.,['1106c9fc2b4d8d221be7533d5ab10befcccf9c5c'],N,['NostalgiaForInfinityX.py']
91d076a4abfa9b3822d9cbb7904d3dbdb7e268a2,sell_stoploss: rework.,['81fede30f3ac8da5f8c9c7f2b73ce6cf85c99bdf'],N,['NostalgiaForInfinityX.py']
cb2105a59c6b850334817a9c2b6586a3f657d9ce,sell_stoploss: rework.,['91d076a4abfa9b3822d9cbb7904d3dbdb7e268a2'],N,['NostalgiaForInfinityX.py']
03305ba6374110457268db5ade1caaddc6f19f3c,sell_stoploss: rework.,['7edaba93b940f538a098b7d358dfa2b36e7c4a15'],N,['NostalgiaForInfinityX.py']
edb3246cb582b19ed5d93341283491805583458e,sell_stoploss: rework.,['b6351765462c4609acc95c95de1cb05b1c18a89b'],N,['NostalgiaForInfinityX.py']
73fa1267580c0540fa9cd0975384070871054e08,sell_stoploss: rework.,['4ed6dbf97be0822fa50e64975c597eef11713818'],N,['NostalgiaForInfinityX.py']
662b5a20fc4348fbfc0984e6bd2046fbea3024e3,sell_stoploss: rework.,['be3a526207d279e02c68b606740727a610c2e006'],N,['NostalgiaForInfinityX.py']
f54c7a4a6a7d5f814ed5ed7195d6e705f2ca9483,sell_stoploss: rework.,['b40bed1aa73eca8832a67b1e79e59010d868c72e'],N,['NostalgiaForInfinityX.py']
9d5ac75611e191743bf8b0414c266e6b29ec4dd7,merge branch 'ifthenelse-patch-1',"['ae598d190b886743dba5358fe84b00efd840bc80', '41d0ccd52c2039d1c4f654d34bd5b102215a82ff']",Y,[]
af16191160e74d4bff6218ea3d41c61148ece66c,merge branch 'iterativv:main' into patch-1,"['9ac9a88c228ac8595491cd634196da82589e4531', 'b2dcf45aa338b48605a015bd6b9451435fb1ded3']",Y,[]
93cfe152892b555419d13d77d10841654e27046a,change min days listed to maximum days gateio supports.,['ad16232ec9e8ba3a37f8af4e05702086c2fb469a'],N,"['configs\\pairlist-volume-gateio-btc.json', 'configs\\pairlist-volume-gateio-usdt.json']"
5a5bd57a906c3ec1386a43d92b538c71b5c16231,merge branch 'rdok-patch-max-days-supported-by-gateio',"['08248fb471b9fe40417f252b9192b86c72673d8a', 'ed8b842ef39188d061f91780ccde50862cc20186']",Y,[]
042bd388f9812040addf432270d4c347460f9c79,change min days listed to maximum days gateio supports.,['bc6f69ddf3dc29474b8663f0527f8ad244db6946'],N,"['configs\\pairlist-volume-gateio-btc.json', 'configs\\pairlist-volume-gateio-usdt.json']"
c476325778ed9f5c2edb67161b42001843b5b106,merge branch 'raphaelpierre-patch-1',"['09a9c5f434fa74305ac2bfa77f776f17f79478f3', '9583d111bbd8154fb73898f00ccedaa3758a5243']",Y,[]
28687d23eb28e655006546f978a1dded5656c8f0,sell_stoploss: rework.,['987ea67d2e24e90752896c55a333c0467befcca8'],N,['NostalgiaForInfinityX.py']
46127c43052240b07281841a50a2c014b0f77ad0,sell_stoploss: rework.,['3141d347dc5501020e2938619c74c618d1c5ad7c'],N,['NostalgiaForInfinityX.py']
0c3c2a93828f4446ecebeefb33c08f3ad9fa2446,sell_stoploss: rework.,['46127c43052240b07281841a50a2c014b0f77ad0'],N,['NostalgiaForInfinityX.py']
b174bc9e04fbf527ff3be77503ce6a711da32897,sell_stoploss: rework.,['0c3c2a93828f4446ecebeefb33c08f3ad9fa2446'],N,['NostalgiaForInfinityX.py']
76d48bb6417796c9f4e7353bff8a8771cda58c15,sell_stoploss: rework.,['b174bc9e04fbf527ff3be77503ce6a711da32897'],N,['NostalgiaForInfinityX.py']
58e46ad2fdc7e6458d4906c15a8fdaed3bd01927,sell_stoploss: rework.,['99ee14a53abc263ef93d2d3ba74b972d9ce6dfb2'],N,['NostalgiaForInfinityX.py']
53007bc0c96415e3ff55938db609041fd62fbbef,sell_stoploss: rework.,['97741f8e08f307c1d107960748faddfdd05840d6'],N,['NostalgiaForInfinityX.py']
1ef2a2ada89c72f545d5a58fea6a9559298cc3c2,sell_stoploss: rework.,['53007bc0c96415e3ff55938db609041fd62fbbef'],N,['NostalgiaForInfinityX.py']
7a62a8b1accb80a6eecc77a84ede05571d090066,sell_stoploss: rework.,['212194a7ec3116cae5f63faf99c437f8f0b98863'],N,['NostalgiaForInfinityX.py']
ed19a0d2051fecc3cb568fe93d018c64cf78934f,sell_stoploss: rework.,['2e43d51947034a5204328dc77a0eedeef908823d'],N,['NostalgiaForInfinityX.py']
d4c24a062bbd315aecc41599479348ec14b8baaa,sell_profit_target: if sell_stoploss_stop_2 reach over a threshold stop exit.,['5ef35169bfc6dad580278fa02c9528fca22a6c36'],N,['NostalgiaForInfinityX.py']
1300973b2e64b7d99273704cfea1e4b65540d32d,sell_stoploss: btc stake to -16%.,['309d113e1cd2ea0b41c1a69f6897ce6e3fc2ca78'],N,['NostalgiaForInfinityX.py']
e9f5078c1d4b36ac75c34417520b5c525542a95b,sell_stoploss: normal stake to -16%.,['1300973b2e64b7d99273704cfea1e4b65540d32d'],N,['NostalgiaForInfinityX.py']
f26be7aad61035cc1c9b29b73ad9829a87a3bb96,sell_stoploss: normal stake to -18%.,['69fb3e14734e8b8db928125247ceddc1efabd636'],N,['NostalgiaForInfinityX.py']
003cf6bafc80df7e5b46c4ff0abe1ab3e22045a2,sell_stoploss: normal stake to -16%.,['9084349ee36ecc6ae495ef32a62303f6abddb98b'],N,['NostalgiaForInfinityX.py']
67ad90c550ce1c7c7a2dcdba36e72b48c440e0df,sell_stoploss: btc stake to -18%.,['229e4e5a85b7ee434dc1683cff36059d0496e8ae'],N,['NostalgiaForInfinityX.py']
a73d262f660aba088850faecfd2ce3fe946f90d3,sell_stoploss: rework.,['1617904f8228ad82ee94b8f33083334f5c2c2505'],N,['NostalgiaForInfinityX.py']
bed0147eb0a7ad9b158b19e86cfe6d87f8dd1d8d,add ema_200_pct_change_144 indicator.,['ddb5ab7f6a17f7388eac8f8b6764ed705334d1c0'],N,['NostalgiaForInfinityX.py']
06a111902cee868f2d38611f64e0ada009b053aa,add ema_200_pct_change_288 indicator.,['30a7ea61af7520de459e4380e284d4d6c107f042'],N,['NostalgiaForInfinityX.py']
eb0d172d1ad4abfc3aac9d372295066fb613866b,x2: exit_normal_bull_stoploss: rework.,['a5e10c0dbc3050f412ce6e77545f77d804784a8d'],N,['experimental\\NostalgiaForInfinityX2.py']
7979f98b73ed60f7cd4e0cfcff093195b4a7b3f9,sell_stoploss: rework.,['4e789b9f02bdb53a2236076a73cc07736d702ac6'],N,['NostalgiaForInfinityX.py']
4a11753f595a844ec3737bd8e344590e849649de,fix plotting issue.,['9a3991176707cab73a6b466ff4e218716fda2ce0'],N,['NostalgiaForInfinityX.py']
97fdf06701aec788a6c96874231a80105ee9f607,sell_stoploss: rework.,['4f4f3ba6ab6a06e797a4a30d50794e530880d97a'],N,['NostalgiaForInfinityX.py']
fa99ed7567453f3a00a6cf4209ca17d409125db2,sell_stoploss: rework.,['b6a26806e7837c92831d86617c9b696a71ff2ea7'],N,['NostalgiaForInfinityX.py']
f5aa65494d4658b28ff4f97d9b9806e2c65702b4,sell_stoploss: rework.,['0bd75063ab16cf1363ade9d8035794a8f1b38aea'],N,['NostalgiaForInfinityX.py']
59284c818f0f1bf4a3c1e00f0e6e4e4f9c33c003,sell_stoploss: rework.,['f5aa65494d4658b28ff4f97d9b9806e2c65702b4'],N,['NostalgiaForInfinityX.py']
ea6954a49a25cbecc7b6c90ed0c26710f2987d11,maximizer: remove stops from target update.,['df0508317f5774d058c69e3b062663fb85dff250'],N,['NostalgiaForInfinityX.py']
d1b8b9016313be64b20c3e257a41f52f3f468c8f,sell_stoploss: rework.,['c4819d63c93f2d1e0ed153723d7619852c241ec7'],N,['NostalgiaForInfinityX.py']
4079de7184ce1828d9122ea7e6ede6d6aad5a359,add configurable stop thresholds.,['103c5f917ee80ca35beb9f2a1e6f942dd4f1ed2d'],N,['NostalgiaForInfinityX.py']
243bcd4d1d6f6bcb7d85fb2f07188d1c270fa19b,fine tune the stop thresholds.,['47d7c6c55f1188e7a734771e069b848b5c3bd39c'],N,['NostalgiaForInfinityX.py']
d34cb16c39365179f596461f99fba970d30ab578,x2: exit_normal_bull_stoploss: rework.,['ca3da8f945ca61b4b36ccff7d0e204779ae77ee0'],N,['experimental\\NostalgiaForInfinityX2.py']
b95d1344a0e152e65e64747af04f7c69de8e8bb7,x2: exit_normal_bull_stoploss: rework.,['9d83f77b51b463b1d8631363383e958aa1157690'],N,['experimental\\NostalgiaForInfinityX2.py']
06ade8fcd22a8c759041c04e67e0408bd5cd62bf,x2: exit_normal_bear_stoploss: rework.,['b95d1344a0e152e65e64747af04f7c69de8e8bb7'],N,['experimental\\NostalgiaForInfinityX2.py']
2270f567923631b49471d9739458955b5f78f2c6,x2: exit_normal_bear_stoploss: rework.,['82140cac791452b09a1155e3f506c89ea6de171e'],N,['experimental\\NostalgiaForInfinityX2.py']
c98d26a6312969397cf58a897747ea9d863f29b0,x2: exit_normal_bull_stoploss: rework.,['2270f567923631b49471d9739458955b5f78f2c6'],N,['experimental\\NostalgiaForInfinityX2.py']
2e8b9b43bff0706e811e8ad23379a72fad6a4fa4,x2: exit_normal_bull_stoploss: rework.,['ce0c34725aa439f32214aca8751da46ff937dab0'],N,['experimental\\NostalgiaForInfinityX2.py']
455fa79050ae21ab9380e2c4bf1dafde3c53d9ed,x2: exit_normal_bear_stoploss: rework.,['2e8b9b43bff0706e811e8ad23379a72fad6a4fa4'],N,['experimental\\NostalgiaForInfinityX2.py']
df1f93953ec61ba4101fbdddbd4bf6ec6aedeb66,x2: add configurable stop thresholds.,['2bab0215182b8c5b7d31240e69e41a717d58ceed'],N,['experimental\\NostalgiaForInfinityX2.py']
2da51ec1206c13ba0d9277ba84d8b125dbfdacbe,changing the comparison of checking a singleton value,['d43c2355994882aefcb1294986201f7327c66827'],N,['NostalgiaForInfinityX.py']
12551f483f110d95cec03287537c437c781d78f6,"changing calculations in the adjust_trade_position function for ""use_mode"" == 3. changing calculations in the custom_stake_amount function for 0 <= use_mode <= 5.",['2da51ec1206c13ba0d9277ba84d8b125dbfdacbe'],N,['NostalgiaForInfinityX.py']
5c3579dc7898ea7781b03eacfacded4e2a3557be,fine tune the stop thresholds.,['67cd3c7013a270670ba576be72419d98ef5893ce'],N,['NostalgiaForInfinityX.py']
076f0ef4d6283b0fb9ad58aab1f83deaa0ac092d,"canceling changes to the comparison of singleton values, more tests are needed. using math.ceil as suggested by @nkmakes",['aaff5b458f527e95fc434c02ea6ca84958a5d8bb'],N,['NostalgiaForInfinityX.py']
a612dc1aa2586aaf321478858625f5873c094991,x2: fine tune the stop thresholds.,['cefcb66294e16e795c045d3c640a2b52536f145f'],N,['NostalgiaForInfinityX2.py']
027210b9dcbacadfde92847c87317f6c26239469,x2: fine tune the stop thresholds.,['dd04736fedbc2a27ab413d38d8f62e901d57bf82'],N,['NostalgiaForInfinityX2.py']
8b4fdb348de2d594e1aee2986ede8d4de27f6c8e,x2: stops rework.,['fcdd54aab53eba25789afc6c34a408b103671c52'],N,['NostalgiaForInfinityX2.py']
15a023ad7eb5dbb751755471b9f2a4b25620616f,x2: stops rework.,['8b4fdb348de2d594e1aee2986ede8d4de27f6c8e'],N,['NostalgiaForInfinityX2.py']
b53906c5ad16f6c994ab65317342033b5e236b5c,x2: stops rework.,['15a023ad7eb5dbb751755471b9f2a4b25620616f'],N,['NostalgiaForInfinityX2.py']
a558904d6085e951eee941a91af562110576a268,x2: stops rework.,['fc37ab5b5ba04a7cbd6a323a83cfc372bdc0a927'],N,['NostalgiaForInfinityX2.py']
3a491bd3f9a4ea246f2ccef2a93b9adadf863819,x2: exit_normal_bull_stoploss: rework.,['3f824af1e9846d5a8fc2d6dd9269097b03ba81d7'],N,['NostalgiaForInfinityX2.py']
562f4084ed5af6a8a2713f14b2f0c78ca43dbe3e,x2: exit_normal_bull_stoploss: rework.,['3a491bd3f9a4ea246f2ccef2a93b9adadf863819'],N,['NostalgiaForInfinityX2.py']
c1e081fd793d0cb5f6554f3ac71cead2e2d98cf6,x2: exit_normal_bear_stoploss: rework.,['562f4084ed5af6a8a2713f14b2f0c78ca43dbe3e'],N,['NostalgiaForInfinityX2.py']
888ec81979585261d0ed3c5d74ed7b9fa4cad677,x2: fine tune the normal stops.,['559d13a719d5d73e61285b1d8ffe18c9f7254c36'],N,['NostalgiaForInfinityX2.py']
d1071187ae2f6c57fe9dd4dc1ed00ac7fb0e3515,x2: exit_quick_bull_stoploss: rework.,['724e251c3176067a52dccd64a04df50566fe3034'],N,['NostalgiaForInfinityX2.py']
49129f7e0acfd6346e597ed482dc74e3337c2a2b,x2: exit_quick_bear_stoploss: rework.,['d1071187ae2f6c57fe9dd4dc1ed00ac7fb0e3515'],N,['NostalgiaForInfinityX2.py']
33b5da32cc1d79cd7dd684b085895e879e2303b9,x2: fine tune the quick mode stops.,['49129f7e0acfd6346e597ed482dc74e3337c2a2b'],N,['NostalgiaForInfinityX2.py']
e87f9330ad5bf2f178cc40bff4ede09c13124a66,x2: exit_pump_bull_stoploss: rework.,['33b5da32cc1d79cd7dd684b085895e879e2303b9'],N,['NostalgiaForInfinityX2.py']
f063da6ea5460d369e1c9e312791ac4a56a0a529,x2: fine tune the pump mode stops.,['25c7cdd48fde2f6b7bd3e4bdf68767e70eb703da'],N,['NostalgiaForInfinityX2.py']
e0fa07254703113c8820ba413130a6aa49f5b1af,x2: exit_normal_bear_stoploss: rework.,['63dcedb3e09ca75a9f3e18de2064e4293faf115b'],N,['NostalgiaForInfinityX2.py']
ad8ab814b1a7580cb46d3f345567005ed8417b7f,fine tune the stop thresholds.,['3547c13e35f7660780d2e1b82d14206a997dcb05'],N,['NostalgiaForInfinityX.py']
5443573aa58e1db36ee39d9fd58d9bca012d197c,x2: add stop thresholds for rebuy mode bull and bear.,['c21dbab17cccb221eabc6dd20752d9bcd687df8b'],N,['NostalgiaForInfinityX2.py']
51118631961146d8363a8a1e31d96c3e18ea9ccd,x2: add config options for rebuy mode stop settings.,['6eb47c51b62f69082ead3318d771a21c3c195e9c'],N,['NostalgiaForInfinityX2.py']
88d9cb0303396b9f46e21dc2d49b0adab374d9f9,x2: add long mode stop settings.,['51118631961146d8363a8a1e31d96c3e18ea9ccd'],N,['NostalgiaForInfinityX2.py']
73da8e9937f3ed1d0f7c92791b7ae0e2f93ecfcb,x2: fine tune the stop settings.,['13b402f66edc30c4333ac44cbb4e89d6d4aaeb2e'],N,['NostalgiaForInfinityX2.py']
ecedd99a8f4561d0c96fa330a956690100460846,x2: fine tune the stop settings.,['0ea2304c235794b2462df212d6b8aa26e9e634f4'],N,['NostalgiaForInfinityX2.py']
f08791ffa63e0fc3fc29affe84e7b98e761eeff6,fix: enter_tages unboundlocalerror,['58ae6d170830494c6b68b8e7908e9d8376acd00c'],N,['NostalgiaForInfinityX2.py']
97c4576976adc127b9ed91ec7e1ed1b85bc16452,merge branch 'marcelroozekrans-fix/enter_tags-unboundlocalerror',"['6dfcd992c7133a4caae29aae53fae1fe08a52acc', '5685d6c55cc907f3b84a6fac0d200f108b50e6fb']",Y,[]
19adca67ee943b0014b1e14d97e7aeb1fd54649e,x2: fine tune stop settings.,['eebaf427cbd636c4d234176e5d09a42e64fdaa63'],N,['NostalgiaForInfinityX2.py']
32db919a8e33b0a1e9b409d4fd08e237fc93265f,merge branch 'yassineim-patch-2',"['11fd6b2facef059b95fd6195dc4d394cf8be79dc', '647997b0e50834163fe86e04313c808d5f010f70']",Y,[]
6953946e9d0ab790d86a857f3424bc361cebc59e,x2: add exception for okx startup candle data number.,['107df9ab201a8456bac9365236b7abac0b4cff71'],N,['NostalgiaForInfinityX2.py']
55a2955f0e4cb1d7449839c74545ac4b3d4274b2,x2: add exception for kraken startup candle data number.,['573663f810dcf0924845aee1eb2b2854585d5106'],N,['NostalgiaForInfinityX2.py']
f95a171f1ae565a935e436289f47d82d85fd1c45,x2: fix ident.,['023ea9b787b5d37f7ba1d50f385801d4a59a2e03'],N,['NostalgiaForInfinityX2.py']
46101fcdb649f5e0ecec07e87f88400f6f38bf03,x2: grinding sells: change order amount -> filled.,['7214b73b817e27e911bc347f9ad826b6dcab3983'],N,['NostalgiaForInfinityX2.py']
c7ffac45cdd5cb3b69bf463a90206c14431950a6,x2: fix hold functionality if there are partial exits.,['1b860df9b0c5973ec1573b5e6ec9bcda11107420'],N,['NostalgiaForInfinityX2.py']
e386aea8987541974444533ef9a48f085f30b575,x2: fix if there is profit only set to true and partial exits.,['c7ffac45cdd5cb3b69bf463a90206c14431950a6'],N,['NostalgiaForInfinityX2.py']
4f770ed680f3091892d2f7237005cf4051948e24,x2: grinding: fix sell check.,['cae165b55f11527eacd72855b1a00cdf6f04bf40'],N,['NostalgiaForInfinityX2.py']
409264653d8e2845fa3b7e11c7068f474f616baa,x2: grinding: fix sell check.,['4f770ed680f3091892d2f7237005cf4051948e24'],N,['NostalgiaForInfinityX2.py']
a2c6d549a64590a98ecb295f7a6e009152cbfd8a,x2: grinding: fix sell check.,['409264653d8e2845fa3b7e11c7068f474f616baa'],N,['NostalgiaForInfinityX2.py']
6db3990571cd876d6c6bb3adbc33a6efd427c446,x2: grinding: fix msg string typo.,['9a107613c82e2c81ea8252ea6a62158071cbd6cb'],N,['NostalgiaForInfinityX2.py']
003fad0b33b94a71ab3f4cbc0472d2255e8ce4fd,"x2: grinding: if low stake, change only for the current trade.",['636f54ba437d15da6a2af88b2541247168daafde'],N,['NostalgiaForInfinityX2.py']
03042c467970d197ff363055d8809494fc4a13b1,"x2: stops: use doom, relative to the trade open rate.",['49ffa139182a802697a999c697ad2ad55638aa84'],N,['NostalgiaForInfinityX2.py']
0512e9178abd50bee543e019d23130dfc8238a46,x2: grinding: fix sell remaining grind if partial fill on sell before.,['ba3e47a0ae47d45b791c066b846338152283abf7'],N,['NostalgiaForInfinityX2.py']
289279eac07f0a121366a2cf7ffa4536f825422e,merge branch 'dida1990-patch-1',"['a07a2479d3573de672f6fdcea1c0af142891fa38', '93add792d3d60f7676c153589ea463b1a5586279']",Y,[]
0c72e50f2c8f49653082f3e0b53cd632de8359da,merge branch 'dida1990-patch-1',"['61c08dc314581edf47c04ba77e25029a435cfa88', '669145edd471279279809a4dcc26080419294e29']",Y,[]
ec517883abc4f8ce308280895bace236107c7abd,"x2: stops: use u_e, relative to the trade open rate.",['0c72e50f2c8f49653082f3e0b53cd632de8359da'],N,['NostalgiaForInfinityX2.py']
97093bec5aaf9d1a1d65d0e03df347fe2629fbde,readme: fix a typo.,['49efcda51b9ec8679d2842463dc2a6185eca5d6b'],N,['README.md']
d57367e8dab6414712bd7c056dfc49f7e8c901af,x2: grinding: fix btc checks.,['75ea89b3e5ad3a2a1f9124d08363925715597cd6'],N,['NostalgiaForInfinityX2.py']
a4f7ccd7efa98f39091813ff76f0cd881f04caa0,x2: rebuy_adjust_trade_position: fix btc check.,['f21d32cc9cbf1c086689316c1c3853219ef208a7'],N,['NostalgiaForInfinityX2.py']
66964de73b4ef595c33d7cf0f91b7be6aaed9026,configs: change the volume pairlists number of assets to 60.,['a4f7ccd7efa98f39091813ff76f0cd881f04caa0'],N,"['configs\\pairlist-volume-binance-btc.json', 'configs\\pairlist-volume-binance-busd.json', 'configs\\pairlist-volume-binance-usdt.json', 'configs\\pairlist-volume-bybit-btc.json', 'configs\\pairlist-volume-bybit-usdt.json', 'configs\\pairlist-volume-gateio-btc.json', 'configs\\pairlist-volume-gateio-usdt.json', 'configs\\pairlist-volume-huobi-btc.json', 'configs\\pairlist-volume-huobi-usdt.json', 'configs\\pairlist-volume-kucoin-btc.json', 'configs\\pairlist-volume-kucoin-usdt.json', 'configs\\pairlist-volume-okx-btc.json', 'configs\\pairlist-volume-okx-usdt.json']"
efd2fad5b423c411896684ea9d2564fb61932d34,x2: change startup candles to 199 for bybit.,['9958bd4d63b1c9d6a7bc47089e4a90c3e4b68c09'],N,['NostalgiaForInfinityX2.py']
bb5c6004885681cfc6963d4bd30ed46b2a48c63a,x2: disable the ft stoploss (x2 use different stops).,['f32d08b508e23a22f0e603cc915a73b63353194e'],N,['NostalgiaForInfinityX2.py']
9016b2dfd004dcd33e0ad46149a15b2848b3d8d7,x2: grinding: fix for partial fix on exits.,['2fe8cf3753741d7226be42c088b6f243045a4f79'],N,['NostalgiaForInfinityX2.py']
18acc0be9f968e2419174d25237980a732c1e529,x2: maximizer: fine tune thet railing for stops.,['4ecf2258449f4809aca47a521e0fd49ce2011faa'],N,['NostalgiaForInfinityX2.py']
1195332d6672361c66eb12158a8e44cd69470270,configs: fix gate blacklist parethesis.,['e2f21c8c8b4b557592788a43aa6c9c586b0defef'],N,['configs\\blacklist-gateio.json']
eef458d17778cc46592c302e6363795b89a7f158,"configs: fix mexc blacklist, extra parethesis.",['1195332d6672361c66eb12158a8e44cd69470270'],N,['configs\\blacklist-mexc.json']
e382dd0afd234ff58c447ad4640e461e7d55a618,configs: fix gate blacklist parethesis.,['ed6e44fb46b648e8cff21357f5880e83ce308f8e'],N,['configs\\blacklist-gateio.json']
6304699ce199237248a980b11b2922f2cce1204e,merge branch 'koopio-patch-2',"['bf0f77bc1261d0ddc1a584d31aec637ed95c7e65', 'adcac82fc6aa78e1c6b5c83a47cb71484e20e886']",Y,[]
17b6d142a9747d5411c0b6811399bed4a9193ec6,merge branch 'nittanygeek-patch-1',"['07bc125de6f35def35682bda2e7f299b16db788f', 'd388d8aa155cb09b4a2acf91b98f955c71bc7fc0']",Y,[]
ed36a761232d69223a601edf9183bfafb0e34696,merge branch 'koopio-patch-5',"['7f26221fa17fc03116c2ef3b5ceb17c19e9f9981', 'da7857d1324154917657cece2790f7c9031ae6bf']",Y,[]
b56c32c2275fb530cf4648eaa81fce14f4b946a3,merge branch 'koopio-patch-6',"['ed36a761232d69223a601edf9183bfafb0e34696', '1cf5e24c30e6c81432b7df6a4334d7e0911a4e60']",Y,[]
24968189e2147e9163078d51d92eaa88f9f7f80a,merge branch 'koopio-patch-7',"['102b5c9a20a0af8528cce57d7ea7c332ab7783e9', '77e86fd97a9b674009c0892973d888cd08662324']",Y,[]
beef068df05c05949fd38e958f632d9a790be66d,configs: blacklist solve.,['99bb1864c85a66144f34c2a7bb9de7b523fce141'],N,['configs\\blacklist-kucoin.json']
bef24aa15c72fd2955f9fc540b97fb0f78a93293,x3: fix bot_loop_start() call.,['2fd890f3fd0deaab6567f58e9a9ba2eaa63f6e76'],N,['experimental\\NostalgiaForInfinityX3.py']
99c0d78d5fb3c153a29112ffed4aeff4e5ce0933,x3: fine tune stops.,['b54860099b969579e7260d70e08988fa9ce25dbd'],N,['experimental\\NostalgiaForInfinityX3.py']
d6fefe2bfd3091fc14126fb128a1ad3a024287cf,x3: stop is config option now.,['130466d7526328d9043ed61cced106f19b67ac04'],N,['experimental\\NostalgiaForInfinityX3.py']
ef49f5764ef9edf37137b1490679f12dbd4c3489,x3: enable stops for init and grinds. use full slot stake.,['415911a387b771efc0319a7468b3cc90f1a6e09f'],N,['experimental\\NostalgiaForInfinityX3.py']
cf527700feb01cdfe3b228514868f58fab29074f,"x3: grinding: stop init buy, check for min stake.",['d15bd3dd106c04864be4451496cfe2c090c00b6e'],N,['experimental\\NostalgiaForInfinityX3.py']
145d6a4ca560077aff4f85262d741dfc49fb46d3,x3: grinding: sell 1% less on stop grinds.,['93651069e7137895905798f4b0f038a775e15b1a'],N,['experimental\\NostalgiaForInfinityX3.py']
1ac646525d4c6e09f2554169d8b6e7e1fcf55790,x3: fine tune stops.,['8ba49c86afaa26f2a13d73a2d17866e78581413b'],N,['experimental\\NostalgiaForInfinityX3.py']
8124655311c11f93c55368585f68cb3fdffe4c21,x3: grinding: sell 0.1% instead of 1% less on stop grinds.,['33e1ce4c71a9457590df959a2606a9cb0e4cda7a'],N,['experimental\\NostalgiaForInfinityX3.py']
8a3194ba4a76a885989caf03906e76c8151bfa36,x3: grinding: add variables for stop thresholds.,['8124655311c11f93c55368585f68cb3fdffe4c21'],N,['experimental\\NostalgiaForInfinityX3.py']
